age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,y
41.0,7.0,1,2.0,0,0.1173004389202829,1,0,,14,5,0.0479973518702416,2,0.0,0
30.0,7.0,0,2.0,0,0.0479725104361015,0,0,1.0,19,10,0.0758027143330023,1,0.1582568807339449,0
36.0,3.0,1,1.0,0,0.082629763358881,0,0,1.0,12,2,0.1552466070837471,1,0.2098623853211009,0
31.0,0.0,0,0.0,0,0.049918793036335,0,0,1.0,4,2,0.2423038728897716,1,0.0,1
36.0,3.0,1,1.0,0,0.0444692017556811,1,0,,6,5,0.1102284011916583,1,0.0,0
38.0,2.0,0,2.0,0,0.0510865625964752,1,0,1.0,11,5,0.1817279046673287,1,0.4220183486238532,0
49.0,5.0,1,1.0,0,0.1249513429349941,0,0,0.0,21,11,0.1128765309500165,2,0.0,0
57.0,1.0,0,0.0,0,0.0951665078321096,1,0,0.0,13,5,0.0201919894074809,2,0.0,0
34.0,2.0,0,1.0,0,0.0515026643937665,0,0,,13,8,0.0016550810989738,1,0.0,0
32.0,2.0,0,2.0,0,0.0521737963248815,1,0,1.0,14,4,0.0844091360476663,2,0.1674311926605504,0
37.0,3.0,1,1.0,0,0.0502006684474033,1,1,,9,6,0.1214829526646805,3,0.0,0
33.0,4.0,1,2.0,0,0.0509523362102522,1,0,1.0,3,2,0.0913604766633565,2,0.0,0
56.0,0.0,1,0.0,0,0.0899853693239016,0,0,1.0,21,4,0.07911287653095,1,0.0,1
27.0,9.0,1,0.0,0,0.0444692017556811,1,0,1.0,23,7,0.1426679907315458,3,0.0,0
,8.0,0,1.0,0,0.0778647266479644,0,0,1.0,30,6,0.0840781198278715,6,0.1949541284403669,1
58.0,2.0,1,2.0,0,0.0648313445457108,1,0,0.0,29,7,0.0009930486593843,5,0.0,0
32.0,4.0,1,1.0,0,0.0473819143367203,1,1,1.0,15,7,0.1036080767957629,5,0.0,0
33.0,3.0,0,1.0,0,0.0447644998053717,0,0,1.0,30,1,0.0238331678252234,2,0.2385321100917431,0
25.0,8.0,0,1.0,0,0.0489120951396625,0,0,0.0,26,8,0.0549486924859318,4,0.0,1
25.0,5.0,0,1.0,0,0.0512476342599428,0,1,1.0,17,11,0.1264481959616021,2,0.0,1
30.0,1.0,1,1.0,0,0.0687373323848002,1,0,1.0,18,5,0.0261502813637868,2,0.0,0
,7.0,0,1.0,0,0.0996496691319579,0,1,1.0,19,8,0.0201919894074809,1,0.0,0
39.0,3.0,1,0.0,0,0.0451671789640407,0,0,1.0,13,8,0.02151605428666,1,0.0,0
46.0,2.0,1,2.0,0,0.0448047677212386,0,0,,17,6,0.1853690830850711,2,0.0,0
31.0,7.0,1,1.0,0,0.0698379887518288,1,0,1.0,21,7,0.1933134723601456,1,0.0,0
45.0,3.0,1,0.0,0,0.0500932873384249,0,0,1.0,18,8,0.0360807679576299,4,0.0,0
32.0,5.0,1,1.0,0,0.080616367565536,1,0,,21,5,0.0039721946375372,1,0.0,0
36.0,3.0,1,1.0,0,0.0413685722339297,0,1,1.0,15,7,0.2565375703409467,2,0.0,0
51.0,2.0,0,2.0,1,0.0437309566314546,1,0,1.0,11,5,0.0916914928831512,2,0.3061926605504587,0
34.0,4.0,0,2.0,0,0.0506704607991839,0,0,1.0,21,8,0.6199933796756041,3,0.0,1
,0.0,0,1.0,0,0.0460664957517348,0,0,,15,9,0.0155577623303541,1,0.0,0
45.0,5.0,0,1.0,0,0.0523348679883491,0,1,1.0,28,7,0.0092684541542535,3,0.0,0
32.0,3.0,0,1.0,0,0.0475295633615656,0,0,0.0,5,2,0.0569347898047004,1,0.3314220183486238,0
,10.0,1,2.0,0,0.1070052750969785,0,0,1.0,14,4,0.0519695465077788,1,0.0,1
41.0,3.0,1,0.0,0,0.0467242050442275,1,0,1.0,18,11,0.0605759682224429,3,0.0,0
37.0,3.0,1,0.0,0,0.0444692017556811,1,0,,26,5,0.0066203243958953,1,0.0,0
43.0,3.0,1,,1,0.0348720151407363,1,0,,30,5,0.0208540218470705,3,0.0,0
48.0,7.0,1,,0,0.0444692017556811,1,0,1.0,8,5,0.0268123138033763,1,0.1938073394495413,0
27.0,5.0,0,1.0,0,0.0547912108562301,1,0,,9,5,0.1036080767957629,2,0.0,0
33.0,2.0,0,2.0,0,0.0444692017556811,0,0,1.0,28,8,0.0767957629923866,10,0.0,0
29.0,7.0,0,1.0,0,0.0502140910860256,1,1,1.0,7,5,0.0165508109897385,1,0.3967889908256881,0
34.0,2.0,0,2.0,0,0.0444692017556811,0,0,1.0,5,2,0.0221780867262495,1,0.0,0
52.0,2.0,1,2.0,0,0.0314492422920497,1,0,1.0,4,2,0.1605428666004634,1,0.0,1
60.0,2.0,1,,0,0.1292063193782633,0,0,,19,6,0.0115855676928169,2,0.0,0
32.0,2.0,1,2.0,0,0.0571938631696218,0,0,1.0,12,8,0.066203243958954,2,0.0,0
32.0,2.0,0,2.0,0,0.0444692017556811,1,0,1.0,22,7,0.1492883151274412,2,0.0,0
56.0,1.0,1,,0,0.0696634944497389,1,0,,30,5,0.0271433300231711,1,0.0,0
31.0,2.0,0,2.0,0,0.0562005879115716,1,0,1.0,18,11,0.0615690168818272,2,0.0,0
42.0,7.0,1,1.0,0,0.0488047140306841,1,1,,8,5,0.0913604766633565,2,0.0,0
35.0,2.0,1,2.0,0,0.0458920014496449,0,1,1.0,11,8,0.1933134723601456,2,0.0,0
56.0,10.0,1,0.0,0,0.0700527509697856,0,1,,19,6,0.0135716650115855,9,0.0,0
48.0,5.0,1,1.0,0,0.0599320814485711,1,0,1.0,21,7,0.0542866600463422,5,0.0,0
46.0,7.0,1,1.0,0,0.0468718540690729,1,0,1.0,29,1,0.0628930817610062,4,0.5011467889908257,0
37.0,5.0,0,,0,0.0497174534570005,1,0,,8,5,0.0327706057596822,3,0.0,0
41.0,6.0,1,,0,0.0456638165930658,1,0,,6,5,0.1089043363124793,2,0.0,0
36.0,2.0,0,2.0,0,0.0504020080267378,1,1,1.0,29,7,0.0324395895398874,3,0.0,0
45.0,0.0,1,0.0,1,0.0411269647387283,1,1,,1,7,0.0291294273419397,1,0.0,0
55.0,6.0,1,1.0,0,0.1532462651508033,0,0,1.0,6,2,0.0691823899371069,2,0.0,0
39.0,5.0,1,1.0,0,0.0511939437054536,0,0,,26,5,0.0943396226415094,1,0.0,0
35.0,5.0,1,1.0,0,0.0486033744513496,0,0,1.0,22,8,0.0241641840450182,2,0.0,0
55.0,7.0,1,1.0,0,0.0525496302063059,0,0,1.0,1,6,0.1059251903343263,3,0.1043577981651376,1
55.0,5.0,1,1.0,0,0.0481335820995691,1,0,1.0,29,1,0.0264812975835815,3,0.2110091743119266,0
27.0,4.0,0,1.0,0,0.0451403336867961,0,0,1.0,29,1,0.0542866600463422,1,0.0,0
34.0,5.0,1,1.0,0,0.066495751734876,1,0,1.0,17,4,0.1244620986428335,1,0.0,0
34.0,3.0,1,2.0,0,0.0447376545281271,0,0,,4,10,0.0019860973187686,1,0.0,0
25.0,7.0,0,1.0,0,0.1060791130320398,1,0,,28,5,0.0645481628599801,2,0.0,0
41.0,7.0,0,1.0,0,0.0410330062683722,0,1,,9,5,0.0102615028136378,3,0.0,0
43.0,1.0,1,1.0,0,0.0575965423282908,1,1,,26,5,0.025819265143992,2,0.0,0
28.0,2.0,0,2.0,0,0.0455430128454651,0,0,1.0,20,10,0.2224428997020854,2,0.1685779816513761,1
31.0,7.0,0,1.0,0,0.0727104334170011,1,0,,3,6,0.1492883151274412,1,0.0,0
,9.0,1,1.0,0,0.051167098428209,0,0,0.0,16,3,0.0251572327044025,4,0.0,0
45.0,3.0,1,1.0,0,0.0615025301673803,1,0,1.0,29,1,0.1804038397881496,2,0.0,0
48.0,5.0,1,2.0,0,0.0486302197285942,0,0,,6,5,0.0433631247931148,1,0.0,0
32.0,3.0,0,1.0,0,0.0598112777009704,1,1,1.0,10,7,0.1350546176762661,1,0.0,0
42.0,5.0,1,1.0,0,0.0844686648501362,0,0,,20,6,0.0321085733200926,3,0.0,0
37.0,2.0,0,2.0,0,0.0449658393847062,0,0,1.0,28,1,0.0824230387288977,2,0.0,0
40.0,7.0,0,1.0,0,0.0506704607991839,1,1,1.0,6,4,0.0887123469049983,1,0.3853211009174312,0
32.0,7.0,1,1.0,0,0.0583079421752728,1,0,1.0,17,7,0.0264812975835815,1,0.0,0
42.0,2.0,1,2.0,0,0.1653937531039851,0,0,1.0,20,11,0.0433631247931148,2,0.0,0
43.0,7.0,1,1.0,0,0.0382276747963114,1,1,1.0,23,7,0.0536246276067527,1,0.0,0
44.0,7.0,1,1.0,0,0.1140118924578193,1,1,1.0,31,7,0.0046342270771267,7,0.0,0
37.0,7.0,1,1.0,0,0.046831586153206,1,0,1.0,5,5,0.0473353194306521,2,0.3990825688073394,0
37.0,,1,,0,0.0672742647749694,0,0,,9,6,0.0195299569678914,1,0.0,0
37.0,7.0,1,2.0,0,0.0444692017556811,1,0,1.0,17,11,0.0201919894074809,2,0.1376146788990825,0
28.0,5.0,0,2.0,0,0.0467778955987168,1,1,1.0,2,2,0.0628930817610062,2,0.0,0
32.0,1.0,0,1.0,0,0.0444692017556811,0,1,1.0,11,7,0.1089043363124793,2,0.0,0
34.0,7.0,0,1.0,0,0.1381457967007154,1,0,1.0,15,5,0.0033101621979476,5,0.0,0
40.0,7.0,1,1.0,0,0.0445497375874149,0,0,,11,6,0.0450182058920887,1,0.0,0
34.0,1.0,1,1.0,0,0.0436369981610985,1,0,,16,6,0.0347567030784508,3,0.0,0
34.0,4.0,1,2.0,0,0.0709386451188574,1,0,1.0,23,7,0.0188679245283018,2,0.0,0
34.0,7.0,1,2.0,0,0.0565361538771291,1,0,0.0,19,11,0.1234690499834492,3,0.0091743119266055,0
37.0,1.0,0,1.0,0,0.0447510771667494,1,0,1.0,2,2,0.0304534922211188,1,0.3119266055045872,0
36.0,5.0,1,1.0,0,0.044777922443994,1,0,1.0,8,5,0.0489904005296259,2,0.3990825688073394,0
56.0,10.0,1,1.0,0,0.0282814995771868,1,0,1.0,15,6,0.125124131082423,2,0.0,1
49.0,3.0,1,0.0,0,0.0444692017556811,1,1,0.0,23,7,0.0307845084409136,6,0.0,0
33.0,4.0,1,1.0,0,0.0473550690594757,1,0,1.0,29,7,0.178417742469381,12,0.0,0
30.0,2.0,0,2.0,0,0.0628850619454772,0,0,1.0,20,11,0.0781198278715657,2,0.0,0
36.0,1.0,1,1.0,0,0.0710594488664581,0,0,,17,6,0.0145647136709698,2,0.0,0
,8.0,0,1.0,0,0.1681722392988013,0,0,1.0,5,6,0.1545845746441575,2,0.0,0
57.0,10.0,1,1.0,0,0.0449926846619508,1,0,1.0,30,7,0.1158556769281694,3,0.0,0
27.0,3.0,0,1.0,0,0.1191393404115381,1,0,,30,5,0.1426679907315458,2,0.0,0
38.0,1.0,1,1.0,0,0.0444826243943034,0,1,1.0,21,11,0.0489904005296259,2,0.0,0
42.0,5.0,1,2.0,0,0.05496570515832,0,0,1.0,3,4,0.0930155577623303,1,0.0,0
,10.0,1,1.0,0,0.0950859720003758,0,0,0.0,15,4,0.0599139357828533,1,0.2087155963302752,1
34.0,5.0,0,2.0,0,0.0577844592690031,1,0,1.0,4,5,0.0983118172790466,1,0.1020642201834862,0
48.0,5.0,1,1.0,0,0.0649521482933115,0,0,1.0,6,8,0.0890433631247931,2,0.0,0
35.0,5.0,0,2.0,0,0.0801465752137555,1,0,1.0,19,8,0.2528963919232042,2,0.1628440366972477,1
39.0,2.0,1,2.0,0,0.0621199715440061,1,0,1.0,19,11,0.4412446209864283,4,0.1456422018348623,0
29.0,3.0,0,2.0,0,0.0505765023288278,0,0,0.0,21,4,0.1320754716981132,1,0.0,1
45.0,5.0,0,2.0,0,0.0444692017556811,1,0,1.0,18,11,0.0446871896722939,2,0.0,0
42.0,5.0,1,1.0,0,0.0717171581589508,1,1,1.0,9,7,0.0635551142005958,1,0.0,0
29.0,5.0,1,1.0,0,0.0659320009127394,1,0,1.0,8,7,0.0367428003972194,1,0.0711009174311926,0
38.0,1.0,0,1.0,0,0.0418383645857102,1,0,1.0,2,2,0.0185369083085071,1,0.3119266055045872,0
56.0,10.0,1,1.0,0,0.0623615790392075,0,0,1.0,28,8,0.004303210857332,14,0.0,0
36.0,5.0,0,1.0,0,0.1672729225111072,1,0,1.0,13,8,0.0453492221118834,3,0.0,0
25.0,3.0,0,1.0,0,0.039771278237876,1,0,,23,6,0.030122476001324,3,0.0,0
38.0,5.0,1,2.0,0,0.0502677816405148,1,0,1.0,15,5,0.0019860973187686,2,0.4288990825688073,0
57.0,4.0,1,1.0,0,0.1987490100804016,0,0,1.0,19,11,0.0642171466401853,1,0.0,0
31.0,2.0,1,2.0,1,0.0410732741842391,0,0,1.0,12,8,0.0714995034756703,4,0.0,0
42.0,2.0,1,2.0,0,0.0494624233231768,1,0,1.0,3,8,0.2151605428666004,2,0.0,1
45.0,5.0,1,1.0,0,0.0633951222131246,0,0,1.0,11,8,0.0221780867262495,2,0.0,0
30.0,3.0,1,1.0,0,0.0575562744124239,1,0,1.0,13,5,0.083416087388282,2,0.4036697247706422,0
49.0,3.0,1,0.0,0,0.0485631065354827,1,1,0.0,10,7,0.2747434624296591,10,0.0,0
49.0,1.0,1,1.0,0,0.0498382572046012,0,0,1.0,21,8,0.0486593843098311,3,0.0,0
53.0,10.0,1,2.0,0,0.0441739037059905,1,0,1.0,31,7,0.0052962595167163,3,0.0,0
37.0,5.0,1,1.0,0,0.0985624354035516,1,0,,26,5,0.0575968222442899,5,0.0,0
49.0,3.0,1,0.0,0,0.0493684648528207,0,0,,26,5,0.0182058920887123,2,0.0,0
41.0,4.0,1,0.0,0,0.0472074200346304,0,0,1.0,13,8,0.0354187355180403,7,0.0,0
54.0,2.0,1,0.0,0,0.067166883665991,1,0,1.0,20,11,0.0602449520026481,1,0.0,0
32.0,1.0,0,1.0,0,0.049918793036335,1,0,,6,5,0.0738166170142337,1,0.0,0
33.0,5.0,1,1.0,0,0.0417309834767318,0,0,1.0,15,5,0.0969877523998676,3,0.0,0
33.0,5.0,1,1.0,0,0.0492879290210869,1,0,1.0,20,4,0.0681893412777226,1,0.2786697247706422,0
36.0,3.0,1,0.0,0,0.046120186306224,1,0,1.0,18,5,0.0016550810989738,1,0.0,0
35.0,5.0,1,2.0,0,0.0444692017556811,1,1,1.0,23,9,0.0357497517378351,1,0.0722477064220183,0
52.0,,1,1.0,0,0.0463752164400477,0,0,1.0,25,8,0.0357497517378351,6,0.0,0
40.0,6.0,1,2.0,0,0.0924014442759157,0,0,,9,6,0.0721615359152598,3,0.0,0
44.0,5.0,0,1.0,0,0.044912148830217,1,0,1.0,13,5,0.063224097980801,3,0.4036697247706422,0
45.0,3.0,0,1.0,0,0.0444692017556811,1,0,1.0,26,7,0.2528963919232042,2,0.1055045871559633,0
30.0,8.0,0,1.0,0,0.086025690930323,0,0,1.0,26,1,0.0393909301555776,1,0.0,0
48.0,5.0,1,1.0,1,0.0447376545281271,0,0,1.0,27,8,0.0466732869910625,3,0.0,0
33.0,3.0,1,1.0,0,0.0924685574690272,1,0,1.0,2,4,0.0397219463753723,1,0.3543577981651376,0
57.0,5.0,1,,0,0.047234265311875,1,0,,5,5,0.0701754385964912,3,0.0,0
57.0,9.0,1,0.0,0,0.1395283284788123,0,0,,6,6,0.02151605428666,3,0.0,0
51.0,0.0,1,2.0,0,0.0664017932645199,1,0,1.0,22,7,0.0542866600463422,4,0.0,0
34.0,7.0,0,1.0,0,0.0444826243943034,1,0,1.0,22,7,0.1585567692816948,7,0.0,0
50.0,4.0,1,2.0,0,0.0983208279083502,0,0,1.0,19,11,0.2270771267792121,3,0.0,0
44.0,2.0,1,2.0,0,0.0949651682527751,0,0,1.0,28,8,0.0400529625951671,12,0.0,0
27.0,7.0,1,1.0,0,0.0411538100159729,1,1,,4,6,0.1125455147302217,2,0.0,0
50.0,3.0,1,1.0,0,0.0526033207607951,1,0,,14,5,0.2214498510427011,2,0.0,0
36.0,2.0,1,2.0,0,0.0444692017556811,1,0,1.0,28,1,0.0185369083085071,1,0.2878440366972477,0
42.0,2.0,1,1.0,0,0.0419323230560663,1,0,,12,5,0.0804369414101291,2,0.0,0
32.0,0.0,0,1.0,0,0.0444692017556811,0,0,1.0,27,5,0.0393909301555776,2,0.0,0
42.0,2.0,1,2.0,0,0.0509657588488745,1,0,1.0,11,7,0.0463422707712677,2,0.0,0
43.0,5.0,1,1.0,0,0.0444692017556811,0,1,1.0,8,5,0.0016550810989738,2,0.198394495412844,0
31.0,2.0,1,2.0,0,0.0497711440114897,1,0,1.0,9,2,0.0499834491890102,3,0.0,0
32.0,2.0,1,2.0,0,0.0759989798794647,0,0,1.0,14,8,0.04303210857332,5,0.0,0
55.0,3.0,1,0.0,0,0.0499724835908242,0,1,1.0,11,7,0.071830519695465,2,0.0,0
58.0,10.0,1,0.0,0,0.0901195957101246,1,0,1.0,3,2,0.0264812975835815,3,0.305045871559633,0
46.0,3.0,1,0.0,0,0.0474490275298318,0,0,1.0,8,8,0.0221780867262495,2,0.0,0
55.0,3.0,1,1.0,0,0.0577441913531362,1,1,,23,5,0.0801059251903343,4,0.0,0
34.0,2.0,1,2.0,0,0.0500395967839357,0,1,1.0,23,7,0.1181727904667328,2,0.0,0
28.0,0.0,0,1.0,0,0.0446839639736379,0,0,1.0,12,8,0.0380668652763985,4,0.0,0
